scenario	language	family	rep	title	task_file
R2	go	bash	2	bench x30 R2 go bash r2	/home/igor/.config/t3-steward/backlog-v2-drop/bench-x30-R2-go-bash-r2-20260913-115544.md
R2	go	bash	3	bench x30 R2 go bash r3	/home/igor/.config/t3-steward/backlog-v2-drop/bench-x30-R2-go-bash-r3-20260913-115546.md
R3	go	huyang	1	bench x30 R3 go huyang r1	/home/igor/.config/t3-steward/backlog-v2-drop/bench-x30-R3-go-huyang-r1-20260913-115547.md
R3	go	huyang	2	bench x30 R3 go huyang r2	/home/igor/.config/t3-steward/backlog-v2-drop/bench-x30-R3-go-huyang-r2-20260913-115548.md
R3	go	huyang	3	bench x30 R3 go huyang r3	/home/igor/.config/t3-steward/backlog-v2-drop/bench-x30-R3-go-huyang-r3-20260913-115550.md
R3	go	builtin	1	bench x30 R3 go builtin r1	/home/igor/.config/t3-steward/backlog-v2-drop/bench-x30-R3-go-builtin-r1-20260913-115551.md
R3	go	builtin	2	bench x30 R3 go builtin r2	/home/igor/.config/t3-steward/backlog-v2-drop/bench-x30-R3-go-builtin-r2-20260913-115552.md
R3	go	builtin	3	bench x30 R3 go builtin r3	/home/igor/.config/t3-steward/backlog-v2-drop/bench-x30-R3-go-builtin-r3-20260913-115553.md
R3	go	bash	1	bench x30 R3 go bash r1	/home/igor/.config/t3-steward/backlog-v2-drop/bench-x30-R3-go-bash-r1-20260913-115555.md
R3	go	bash	2	bench x30 R3 go bash r2	/home/igor/.config/t3-steward/backlog-v2-drop/bench-x30-R3-go-bash-r2-20260913-115556.md
R3	go	bash	3	bench x30 R3 go bash r3	/home/igor/.config/t3-steward/backlog-v2-drop/bench-x30-R3-go-bash-r3-20260913-115557.md
R4	go	huyang	1	bench x30 R4 go huyang r1	/home/igor/.config/t3-steward/backlog-v2-drop/bench-x30-R4-go-huyang-r1-20260913-115558.md
R4	go	huyang	2	bench x30 R4 go huyang r2	/home/igor/.config/t3-steward/backlog-v2-drop/bench-x30-R4-go-huyang-r2-20260913-115600.md
R4	go	huyang	3	bench x30 R4 go huyang r3	/home/igor/.config/t3-steward/backlog-v2-drop/bench-x30-R4-go-huyang-r3-20260913-115601.md
R4	go	builtin	1	bench x30 R4 go builtin r1	/home/igor/.config/t3-steward/backlog-v2-drop/bench-x30-R4-go-builtin-r1-20260913-115602.md
R4	go	builtin	2	bench x30 R4 go builtin r2	/home/igor/.config/t3-steward/backlog-v2-drop/bench-x30-R4-go-builtin-r2-20260913-115603.md
R4	go	builtin	3	bench x30 R4 go builtin r3	/home/igor/.config/t3-steward/backlog-v2-drop/bench-x30-R4-go-builtin-r3-20260913-115604.md
R4	go	bash	1	bench x30 R4 go bash r1	/home/igor/.config/t3-steward/backlog-v2-drop/bench-x30-R4-go-bash-r1-20260913-115605.md
R4	go	bash	2	bench x30 R4 go bash r2	/home/igor/.config/t3-steward/backlog-v2-drop/bench-x30-R4-go-bash-r2-20260913-115606.md
R4	go	bash	3	bench x30 R4 go bash r3	/home/igor/.config/t3-steward/backlog-v2-drop/bench-x30-R4-go-bash-r3-20260913-115607.md
E1	go	huyang	1	bench x30 E1 go huyang r1	/home/igor/.config/t3-steward/backlog-v2-drop/bench-x30-E1-go-huyang-r1-20260913-115609.md
E1	go	huyang	2	bench x30 E1 go huyang r2	/home/igor/.config/t3-steward/backlog-v2-drop/bench-x30-E1-go-huyang-r2-20260913-115610.md
E1	go	huyang	3	bench x30 E1 go huyang r3	/home/igor/.config/t3-steward/backlog-v2-drop/bench-x30-E1-go-huyang-r3-20260913-115611.md
E1	go	builtin	1	bench x30 E1 go builtin r1	/home/igor/.config/t3-steward/backlog-v2-drop/bench-x30-E1-go-builtin-r1-20260913-115612.md
E1	go	builtin	2	bench x30 E1 go builtin r2	/home/igor/.config/t3-steward/backlog-v2-drop/bench-x30-E1-go-builtin-r2-20260913-115613.md
E1	go	builtin	3	bench x30 E1 go builtin r3	/home/igor/.config/t3-steward/backlog-v2-drop/bench-x30-E1-go-builtin-r3-20260913-115614.md
E1	go	bash	1	bench x30 E1 go bash r1	/home/igor/.config/t3-steward/backlog-v2-drop/bench-x30-E1-go-bash-r1-20260913-115616.md
E1	go	bash	2	bench x30 E1 go bash r2	/home/igor/.config/t3-steward/backlog-v2-drop/bench-x30-E1-go-bash-r2-20260913-115617.md
E1	go	bash	3	bench x30 E1 go bash r3	/home/igor/.config/t3-steward/backlog-v2-drop/bench-x30-E1-go-bash-r3-20260913-115618.md
E2	go	huyang	1	bench x30 E2 go huyang r1	/home/igor/.config/t3-steward/backlog-v2-drop/bench-x30-E2-go-huyang-r1-20260913-115619.md
E2	go	huyang	2	bench x30 E2 go huyang r2	/home/igor/.config/t3-steward/backlog-v2-drop/bench-x30-E2-go-huyang-r2-20260913-115621.md
E2	go	huyang	3	bench x30 E2 go huyang r3	/home/igor/.config/t3-steward/backlog-v2-drop/bench-x30-E2-go-huyang-r3-20260913-115623.md
E2	go	builtin	1	bench x30 E2 go builtin r1	/home/igor/.config/t3-steward/backlog-v2-drop/bench-x30-E2-go-builtin-r1-20260913-115624.md
E2	go	builtin	2	bench x30 E2 go builtin r2	/home/igor/.config/t3-steward/backlog-v2-drop/bench-x30-E2-go-builtin-r2-20260913-115626.md
E2	go	builtin	3	bench x30 E2 go builtin r3	/home/igor/.config/t3-steward/backlog-v2-drop/bench-x30-E2-go-builtin-r3-20260913-115627.md
E2	go	bash	1	bench x30 E2 go bash r1	/home/igor/.config/t3-steward/backlog-v2-drop/bench-x30-E2-go-bash-r1-20260913-115628.md
E2	go	bash	2	bench x30 E2 go bash r2	/home/igor/.config/t3-steward/backlog-v2-drop/bench-x30-E2-go-bash-r2-20260913-115630.md
E2	go	bash	3	bench x30 E2 go bash r3	/home/igor/.config/t3-steward/backlog-v2-drop/bench-x30-E2-go-bash-r3-20260913-115631.md
E3	go	huyang	1	bench x30 E3 go huyang r1	/home/igor/.config/t3-steward/backlog-v2-drop/bench-x30-E3-go-huyang-r1-20260913-115632.md
E3	go	huyang	2	bench x30 E3 go huyang r2	/home/igor/.config/t3-steward/backlog-v2-drop/bench-x30-E3-go-huyang-r2-20260913-115633.md
E3	go	huyang	3	bench x30 E3 go huyang r3	/home/igor/.config/t3-steward/backlog-v2-drop/bench-x30-E3-go-huyang-r3-20260913-115634.md
E3	go	builtin	1	bench x30 E3 go builtin r1	/home/igor/.config/t3-steward/backlog-v2-drop/bench-x30-E3-go-builtin-r1-20260913-115636.md
E3	go	builtin	2	bench x30 E3 go builtin r2	/home/igor/.config/t3-steward/backlog-v2-drop/bench-x30-E3-go-builtin-r2-20260913-115637.md
E3	go	builtin	3	bench x30 E3 go builtin r3	/home/igor/.config/t3-steward/backlog-v2-drop/bench-x30-E3-go-builtin-r3-20260913-115638.md
E3	go	bash	1	bench x30 E3 go bash r1	/home/igor/.config/t3-steward/backlog-v2-drop/bench-x30-E3-go-bash-r1-20260913-115639.md
E3	go	bash	2	bench x30 E3 go bash r2	/home/igor/.config/t3-steward/backlog-v2-drop/bench-x30-E3-go-bash-r2-20260913-115641.md
E3	go	bash	3	bench x30 E3 go bash r3	/home/igor/.config/t3-steward/backlog-v2-drop/bench-x30-E3-go-bash-r3-20260913-115642.md
E4	go	huyang	1	bench x30 E4 go huyang r1	/home/igor/.config/t3-steward/backlog-v2-drop/bench-x30-E4-go-huyang-r1-20260913-115643.md
E4	go	huyang	2	bench x30 E4 go huyang r2	/home/igor/.config/t3-steward/backlog-v2-drop/bench-x30-E4-go-huyang-r2-20260913-115644.md
E4	go	huyang	3	bench x30 E4 go huyang r3	/home/igor/.config/t3-steward/backlog-v2-drop/bench-x30-E4-go-huyang-r3-20260913-115646.md
E4	go	builtin	1	bench x30 E4 go builtin r1	/home/igor/.config/t3-steward/backlog-v2-drop/bench-x30-E4-go-builtin-r1-20260913-115647.md
E4	go	builtin	2	bench x30 E4 go builtin r2	/home/igor/.config/t3-steward/backlog-v2-drop/bench-x30-E4-go-builtin-r2-20260913-115648.md
E4	go	builtin	3	bench x30 E4 go builtin r3	/home/igor/.config/t3-steward/backlog-v2-drop/bench-x30-E4-go-builtin-r3-20260913-115650.md
E4	go	bash	1	bench x30 E4 go bash r1	/home/igor/.config/t3-steward/backlog-v2-drop/bench-x30-E4-go-bash-r1-20260913-115651.md
E4	go	bash	2	bench x30 E4 go bash r2	/home/igor/.config/t3-steward/backlog-v2-drop/bench-x30-E4-go-bash-r2-20260913-115652.md
E4	go	bash	3	bench x30 E4 go bash r3	/home/igor/.config/t3-steward/backlog-v2-drop/bench-x30-E4-go-bash-r3-20260913-115653.md
E5	go	huyang	1	bench x30 E5 go huyang r1	/home/igor/.config/t3-steward/backlog-v2-drop/bench-x30-E5-go-huyang-r1-20260913-115654.md
E5	go	huyang	2	bench x30 E5 go huyang r2	/home/igor/.config/t3-steward/backlog-v2-drop/bench-x30-E5-go-huyang-r2-20260913-115656.md
E5	go	huyang	3	bench x30 E5 go huyang r3	/home/igor/.config/t3-steward/backlog-v2-drop/bench-x30-E5-go-huyang-r3-20260913-115657.md
E5	go	builtin	1	bench x30 E5 go builtin r1	/home/igor/.config/t3-steward/backlog-v2-drop/bench-x30-E5-go-builtin-r1-20260913-115658.md
E5	go	builtin	2	bench x30 E5 go builtin r2	/home/igor/.config/t3-steward/backlog-v2-drop/bench-x30-E5-go-builtin-r2-20260913-115659.md
E5	go	builtin	3	bench x30 E5 go builtin r3	/home/igor/.config/t3-steward/backlog-v2-drop/bench-x30-E5-go-builtin-r3-20260913-115700.md
E5	go	bash	1	bench x30 E5 go bash r1	/home/igor/.config/t3-steward/backlog-v2-drop/bench-x30-E5-go-bash-r1-20260913-115702.md
E5	go	bash	2	bench x30 E5 go bash r2	/home/igor/.config/t3-steward/backlog-v2-drop/bench-x30-E5-go-bash-r2-20260913-115703.md
E5	go	bash	3	bench x30 E5 go bash r3	/home/igor/.config/t3-steward/backlog-v2-drop/bench-x30-E5-go-bash-r3-20260913-115704.md
E6	go	huyang	1	bench x30 E6 go huyang r1	/home/igor/.config/t3-steward/backlog-v2-drop/bench-x30-E6-go-huyang-r1-20260913-115705.md
E6	go	huyang	2	bench x30 E6 go huyang r2	/home/igor/.config/t3-steward/backlog-v2-drop/bench-x30-E6-go-huyang-r2-20260913-115706.md
E6	go	huyang	3	bench x30 E6 go huyang r3	/home/igor/.config/t3-steward/backlog-v2-drop/bench-x30-E6-go-huyang-r3-20260913-115708.md
E6	go	builtin	1	bench x30 E6 go builtin r1	/home/igor/.config/t3-steward/backlog-v2-drop/bench-x30-E6-go-builtin-r1-20260913-115709.md
E6	go	builtin	2	bench x30 E6 go builtin r2	/home/igor/.config/t3-steward/backlog-v2-drop/bench-x30-E6-go-builtin-r2-20260913-115710.md
E6	go	builtin	3	bench x30 E6 go builtin r3	/home/igor/.config/t3-steward/backlog-v2-drop/bench-x30-E6-go-builtin-r3-20260913-115711.md
E6	go	bash	1	bench x30 E6 go bash r1	/home/igor/.config/t3-steward/backlog-v2-drop/bench-x30-E6-go-bash-r1-20260913-115712.md
E6	go	bash	2	bench x30 E6 go bash r2	/home/igor/.config/t3-steward/backlog-v2-drop/bench-x30-E6-go-bash-r2-20260913-115714.md
E6	go	bash	3	bench x30 E6 go bash r3	/home/igor/.config/t3-steward/backlog-v2-drop/bench-x30-E6-go-bash-r3-20260913-115715.md
E7	go	huyang	1	bench x30 E7 go huyang r1	/home/igor/.config/t3-steward/backlog-v2-drop/bench-x30-E7-go-huyang-r1-20260913-115716.md
E7	go	huyang	2	bench x30 E7 go huyang r2	/home/igor/.config/t3-steward/backlog-v2-drop/bench-x30-E7-go-huyang-r2-20260913-115718.md
E7	go	huyang	3	bench x30 E7 go huyang r3	/home/igor/.config/t3-steward/backlog-v2-drop/bench-x30-E7-go-huyang-r3-20260913-115719.md
E7	go	builtin	1	bench x30 E7 go builtin r1	/home/igor/.config/t3-steward/backlog-v2-drop/bench-x30-E7-go-builtin-r1-20260913-115720.md
E7	go	builtin	2	bench x30 E7 go builtin r2	/home/igor/.config/t3-steward/backlog-v2-drop/bench-x30-E7-go-builtin-r2-20260913-115721.md
E7	go	builtin	3	bench x30 E7 go builtin r3	/home/igor/.config/t3-steward/backlog-v2-drop/bench-x30-E7-go-builtin-r3-20260913-115722.md
E7	go	bash	1	bench x30 E7 go bash r1	/home/igor/.config/t3-steward/backlog-v2-drop/bench-x30-E7-go-bash-r1-20260913-115724.md
E7	go	bash	2	bench x30 E7 go bash r2	/home/igor/.config/t3-steward/backlog-v2-drop/bench-x30-E7-go-bash-r2-20260913-115725.md
E7	go	bash	3	bench x30 E7 go bash r3	/home/igor/.config/t3-steward/backlog-v2-drop/bench-x30-E7-go-bash-r3-20260913-115726.md
E8	go	huyang	1	bench x30 E8 go huyang r1	/home/igor/.config/t3-steward/backlog-v2-drop/bench-x30-E8-go-huyang-r1-20260913-115727.md
E8	go	huyang	2	bench x30 E8 go huyang r2	/home/igor/.config/t3-steward/backlog-v2-drop/bench-x30-E8-go-huyang-r2-20260913-115728.md
E8	go	huyang	3	bench x30 E8 go huyang r3	/home/igor/.config/t3-steward/backlog-v2-drop/bench-x30-E8-go-huyang-r3-20260913-115729.md
E8	go	builtin	1	bench x30 E8 go builtin r1	/home/igor/.config/t3-steward/backlog-v2-drop/bench-x30-E8-go-builtin-r1-20260913-115731.md
E8	go	builtin	2	bench x30 E8 go builtin r2	/home/igor/.config/t3-steward/backlog-v2-drop/bench-x30-E8-go-builtin-r2-20260913-115733.md
E8	go	builtin	3	bench x30 E8 go builtin r3	/home/igor/.config/t3-steward/backlog-v2-drop/bench-x30-E8-go-builtin-r3-20260913-115735.md
E8	go	bash	1	bench x30 E8 go bash r1	/home/igor/.config/t3-steward/backlog-v2-drop/bench-x30-E8-go-bash-r1-20260913-115736.md
E8	go	bash	2	bench x30 E8 go bash r2	/home/igor/.config/t3-steward/backlog-v2-drop/bench-x30-E8-go-bash-r2-20260913-115737.md
E8	go	bash	3	bench x30 E8 go bash r3	/home/igor/.config/t3-steward/backlog-v2-drop/bench-x30-E8-go-bash-r3-20260913-115738.md
V1	go	huyang	1	bench x30 V1 go huyang r1	/home/igor/.config/t3-steward/backlog-v2-drop/bench-x30-V1-go-huyang-r1-20260913-115739.md
V1	go	huyang	2	bench x30 V1 go huyang r2	/home/igor/.config/t3-steward/backlog-v2-drop/bench-x30-V1-go-huyang-r2-20260913-115741.md
V1	go	huyang	3	bench x30 V1 go huyang r3	/home/igor/.config/t3-steward/backlog-v2-drop/bench-x30-V1-go-huyang-r3-20260913-115742.md
V1	go	builtin	1	bench x30 V1 go builtin r1	/home/igor/.config/t3-steward/backlog-v2-drop/bench-x30-V1-go-builtin-r1-20260913-115743.md
V1	go	builtin	2	bench x30 V1 go builtin r2	/home/igor/.config/t3-steward/backlog-v2-drop/bench-x30-V1-go-builtin-r2-20260913-115744.md
V1	go	builtin	3	bench x30 V1 go builtin r3	/home/igor/.config/t3-steward/backlog-v2-drop/bench-x30-V1-go-builtin-r3-20260913-115745.md
V1	go	bash	1	bench x30 V1 go bash r1	/home/igor/.config/t3-steward/backlog-v2-drop/bench-x30-V1-go-bash-r1-20260913-115747.md
V1	go	bash	2	bench x30 V1 go bash r2	/home/igor/.config/t3-steward/backlog-v2-drop/bench-x30-V1-go-bash-r2-20260913-115748.md
V1	go	bash	3	bench x30 V1 go bash r3	/home/igor/.config/t3-steward/backlog-v2-drop/bench-x30-V1-go-bash-r3-20260913-115749.md
D1	go	huyang	1	bench x30 D1 go huyang r1	/home/igor/.config/t3-steward/backlog-v2-drop/bench-x30-D1-go-huyang-r1-20260913-115812.md
D1	go	huyang	2	bench x30 D1 go huyang r2	/home/igor/.config/t3-steward/backlog-v2-drop/bench-x30-D1-go-huyang-r2-20260913-115813.md
D1	go	huyang	3	bench x30 D1 go huyang r3	/home/igor/.config/t3-steward/backlog-v2-drop/bench-x30-D1-go-huyang-r3-20260913-115815.md
D1	go	builtin	1	bench x30 D1 go builtin r1	/home/igor/.config/t3-steward/backlog-v2-drop/bench-x30-D1-go-builtin-r1-20260913-115816.md
D1	go	builtin	2	bench x30 D1 go builtin r2	/home/igor/.config/t3-steward/backlog-v2-drop/bench-x30-D1-go-builtin-r2-20260913-115817.md
D1	go	builtin	3	bench x30 D1 go builtin r3	/home/igor/.config/t3-steward/backlog-v2-drop/bench-x30-D1-go-builtin-r3-20260913-115818.md
D1	go	bash	1	bench x30 D1 go bash r1	/home/igor/.config/t3-steward/backlog-v2-drop/bench-x30-D1-go-bash-r1-20260913-115819.md
D1	go	bash	2	bench x30 D1 go bash r2	/home/igor/.config/t3-steward/backlog-v2-drop/bench-x30-D1-go-bash-r2-20260913-115820.md
D1	go	bash	3	bench x30 D1 go bash r3	/home/igor/.config/t3-steward/backlog-v2-drop/bench-x30-D1-go-bash-r3-20260913-115822.md
D2	go	huyang	1	bench x30 D2 go huyang r1	/home/igor/.config/t3-steward/backlog-v2-drop/bench-x30-D2-go-huyang-r1-20260913-115823.md
D2	go	huyang	2	bench x30 D2 go huyang r2	/home/igor/.config/t3-steward/backlog-v2-drop/bench-x30-D2-go-huyang-r2-20260913-115824.md
D2	go	huyang	3	bench x30 D2 go huyang r3	/home/igor/.config/t3-steward/backlog-v2-drop/bench-x30-D2-go-huyang-r3-20260913-115825.md
D2	go	builtin	1	bench x30 D2 go builtin r1	/home/igor/.config/t3-steward/backlog-v2-drop/bench-x30-D2-go-builtin-r1-20260913-115826.md
D2	go	builtin	2	bench x30 D2 go builtin r2	/home/igor/.config/t3-steward/backlog-v2-drop/bench-x30-D2-go-builtin-r2-20260913-115827.md
D2	go	builtin	3	bench x30 D2 go builtin r3	/home/igor/.config/t3-steward/backlog-v2-drop/bench-x30-D2-go-builtin-r3-20260913-115828.md
D2	go	bash	1	bench x30 D2 go bash r1	/home/igor/.config/t3-steward/backlog-v2-drop/bench-x30-D2-go-bash-r1-20260913-115830.md
D2	go	bash	2	bench x30 D2 go bash r2	/home/igor/.config/t3-steward/backlog-v2-drop/bench-x30-D2-go-bash-r2-20260913-115831.md
D2	go	bash	3	bench x30 D2 go bash r3	/home/igor/.config/t3-steward/backlog-v2-drop/bench-x30-D2-go-bash-r3-20260913-115832.md
