scenario	language	family	rep	title	task_file
R4	go	huyang	1	bench haiku R4 go huyang r1	/home/igor/.config/t3-steward/backlog-v2-drop/bench-haiku-R4-go-huyang-r1-20260912-121711.md
R4	go	huyang	2	bench haiku R4 go huyang r2	/home/igor/.config/t3-steward/backlog-v2-drop/bench-haiku-R4-go-huyang-r2-20260912-121712.md
R4	go	huyang	3	bench haiku R4 go huyang r3	/home/igor/.config/t3-steward/backlog-v2-drop/bench-haiku-R4-go-huyang-r3-20260912-121713.md
R4	go	builtin	1	bench haiku R4 go builtin r1	/home/igor/.config/t3-steward/backlog-v2-drop/bench-haiku-R4-go-builtin-r1-20260912-121714.md
R4	go	builtin	2	bench haiku R4 go builtin r2	/home/igor/.config/t3-steward/backlog-v2-drop/bench-haiku-R4-go-builtin-r2-20260912-121715.md
R4	go	builtin	3	bench haiku R4 go builtin r3	/home/igor/.config/t3-steward/backlog-v2-drop/bench-haiku-R4-go-builtin-r3-20260912-121716.md
R4	go	bash	1	bench haiku R4 go bash r1	/home/igor/.config/t3-steward/backlog-v2-drop/bench-haiku-R4-go-bash-r1-20260912-121717.md
R4	go	bash	2	bench haiku R4 go bash r2	/home/igor/.config/t3-steward/backlog-v2-drop/bench-haiku-R4-go-bash-r2-20260912-121718.md
R4	go	bash	3	bench haiku R4 go bash r3	/home/igor/.config/t3-steward/backlog-v2-drop/bench-haiku-R4-go-bash-r3-20260912-121719.md
E1	go	huyang	1	bench haiku E1 go huyang r1	/home/igor/.config/t3-steward/backlog-v2-drop/bench-haiku-E1-go-huyang-r1-20260912-121721.md
E1	go	huyang	2	bench haiku E1 go huyang r2	/home/igor/.config/t3-steward/backlog-v2-drop/bench-haiku-E1-go-huyang-r2-20260912-121722.md
E1	go	huyang	3	bench haiku E1 go huyang r3	/home/igor/.config/t3-steward/backlog-v2-drop/bench-haiku-E1-go-huyang-r3-20260912-121723.md
E1	go	builtin	1	bench haiku E1 go builtin r1	/home/igor/.config/t3-steward/backlog-v2-drop/bench-haiku-E1-go-builtin-r1-20260912-121724.md
E1	go	builtin	2	bench haiku E1 go builtin r2	/home/igor/.config/t3-steward/backlog-v2-drop/bench-haiku-E1-go-builtin-r2-20260912-121725.md
E1	go	builtin	3	bench haiku E1 go builtin r3	/home/igor/.config/t3-steward/backlog-v2-drop/bench-haiku-E1-go-builtin-r3-20260912-121726.md
E1	go	bash	1	bench haiku E1 go bash r1	/home/igor/.config/t3-steward/backlog-v2-drop/bench-haiku-E1-go-bash-r1-20260912-121727.md
E1	go	bash	2	bench haiku E1 go bash r2	/home/igor/.config/t3-steward/backlog-v2-drop/bench-haiku-E1-go-bash-r2-20260912-121729.md
E1	go	bash	3	bench haiku E1 go bash r3	/home/igor/.config/t3-steward/backlog-v2-drop/bench-haiku-E1-go-bash-r3-20260912-121730.md
E2	go	huyang	1	bench haiku E2 go huyang r1	/home/igor/.config/t3-steward/backlog-v2-drop/bench-haiku-E2-go-huyang-r1-20260912-121731.md
E2	go	huyang	2	bench haiku E2 go huyang r2	/home/igor/.config/t3-steward/backlog-v2-drop/bench-haiku-E2-go-huyang-r2-20260912-121732.md
E2	go	huyang	3	bench haiku E2 go huyang r3	/home/igor/.config/t3-steward/backlog-v2-drop/bench-haiku-E2-go-huyang-r3-20260912-121733.md
E2	go	builtin	1	bench haiku E2 go builtin r1	/home/igor/.config/t3-steward/backlog-v2-drop/bench-haiku-E2-go-builtin-r1-20260912-121734.md
E2	go	builtin	2	bench haiku E2 go builtin r2	/home/igor/.config/t3-steward/backlog-v2-drop/bench-haiku-E2-go-builtin-r2-20260912-121735.md
E2	go	builtin	3	bench haiku E2 go builtin r3	/home/igor/.config/t3-steward/backlog-v2-drop/bench-haiku-E2-go-builtin-r3-20260912-121736.md
E2	go	bash	1	bench haiku E2 go bash r1	/home/igor/.config/t3-steward/backlog-v2-drop/bench-haiku-E2-go-bash-r1-20260912-121737.md
E2	go	bash	2	bench haiku E2 go bash r2	/home/igor/.config/t3-steward/backlog-v2-drop/bench-haiku-E2-go-bash-r2-20260912-121739.md
E2	go	bash	3	bench haiku E2 go bash r3	/home/igor/.config/t3-steward/backlog-v2-drop/bench-haiku-E2-go-bash-r3-20260912-121740.md
E3	go	huyang	1	bench haiku E3 go huyang r1	/home/igor/.config/t3-steward/backlog-v2-drop/bench-haiku-E3-go-huyang-r1-20260912-121741.md
E3	go	huyang	2	bench haiku E3 go huyang r2	/home/igor/.config/t3-steward/backlog-v2-drop/bench-haiku-E3-go-huyang-r2-20260912-121742.md
E3	go	huyang	3	bench haiku E3 go huyang r3	/home/igor/.config/t3-steward/backlog-v2-drop/bench-haiku-E3-go-huyang-r3-20260912-121743.md
E3	go	builtin	1	bench haiku E3 go builtin r1	/home/igor/.config/t3-steward/backlog-v2-drop/bench-haiku-E3-go-builtin-r1-20260912-121744.md
E3	go	builtin	2	bench haiku E3 go builtin r2	/home/igor/.config/t3-steward/backlog-v2-drop/bench-haiku-E3-go-builtin-r2-20260912-121745.md
E3	go	builtin	3	bench haiku E3 go builtin r3	/home/igor/.config/t3-steward/backlog-v2-drop/bench-haiku-E3-go-builtin-r3-20260912-121746.md
E3	go	bash	1	bench haiku E3 go bash r1	/home/igor/.config/t3-steward/backlog-v2-drop/bench-haiku-E3-go-bash-r1-20260912-121747.md
E3	go	bash	2	bench haiku E3 go bash r2	/home/igor/.config/t3-steward/backlog-v2-drop/bench-haiku-E3-go-bash-r2-20260912-121749.md
E3	go	bash	3	bench haiku E3 go bash r3	/home/igor/.config/t3-steward/backlog-v2-drop/bench-haiku-E3-go-bash-r3-20260912-121750.md
E4	go	huyang	1	bench haiku E4 go huyang r1	/home/igor/.config/t3-steward/backlog-v2-drop/bench-haiku-E4-go-huyang-r1-20260912-121751.md
E4	go	huyang	2	bench haiku E4 go huyang r2	/home/igor/.config/t3-steward/backlog-v2-drop/bench-haiku-E4-go-huyang-r2-20260912-121752.md
E4	go	huyang	3	bench haiku E4 go huyang r3	/home/igor/.config/t3-steward/backlog-v2-drop/bench-haiku-E4-go-huyang-r3-20260912-121753.md
E4	go	builtin	1	bench haiku E4 go builtin r1	/home/igor/.config/t3-steward/backlog-v2-drop/bench-haiku-E4-go-builtin-r1-20260912-121754.md
E4	go	builtin	2	bench haiku E4 go builtin r2	/home/igor/.config/t3-steward/backlog-v2-drop/bench-haiku-E4-go-builtin-r2-20260912-121755.md
E4	go	builtin	3	bench haiku E4 go builtin r3	/home/igor/.config/t3-steward/backlog-v2-drop/bench-haiku-E4-go-builtin-r3-20260912-121757.md
E4	go	bash	1	bench haiku E4 go bash r1	/home/igor/.config/t3-steward/backlog-v2-drop/bench-haiku-E4-go-bash-r1-20260912-121758.md
E4	go	bash	2	bench haiku E4 go bash r2	/home/igor/.config/t3-steward/backlog-v2-drop/bench-haiku-E4-go-bash-r2-20260912-121759.md
E4	go	bash	3	bench haiku E4 go bash r3	/home/igor/.config/t3-steward/backlog-v2-drop/bench-haiku-E4-go-bash-r3-20260912-121800.md
E5	go	huyang	1	bench haiku E5 go huyang r1	/home/igor/.config/t3-steward/backlog-v2-drop/bench-haiku-E5-go-huyang-r1-20260912-121801.md
E5	go	huyang	2	bench haiku E5 go huyang r2	/home/igor/.config/t3-steward/backlog-v2-drop/bench-haiku-E5-go-huyang-r2-20260912-121802.md
E5	go	huyang	3	bench haiku E5 go huyang r3	/home/igor/.config/t3-steward/backlog-v2-drop/bench-haiku-E5-go-huyang-r3-20260912-121803.md
E5	go	builtin	1	bench haiku E5 go builtin r1	/home/igor/.config/t3-steward/backlog-v2-drop/bench-haiku-E5-go-builtin-r1-20260912-121804.md
E5	go	builtin	2	bench haiku E5 go builtin r2	/home/igor/.config/t3-steward/backlog-v2-drop/bench-haiku-E5-go-builtin-r2-20260912-121806.md
E5	go	builtin	3	bench haiku E5 go builtin r3	/home/igor/.config/t3-steward/backlog-v2-drop/bench-haiku-E5-go-builtin-r3-20260912-121807.md
E5	go	bash	1	bench haiku E5 go bash r1	/home/igor/.config/t3-steward/backlog-v2-drop/bench-haiku-E5-go-bash-r1-20260912-121808.md
E5	go	bash	2	bench haiku E5 go bash r2	/home/igor/.config/t3-steward/backlog-v2-drop/bench-haiku-E5-go-bash-r2-20260912-121809.md
E5	go	bash	3	bench haiku E5 go bash r3	/home/igor/.config/t3-steward/backlog-v2-drop/bench-haiku-E5-go-bash-r3-20260912-121810.md
E6	go	huyang	1	bench haiku E6 go huyang r1	/home/igor/.config/t3-steward/backlog-v2-drop/bench-haiku-E6-go-huyang-r1-20260912-121811.md
E6	go	huyang	2	bench haiku E6 go huyang r2	/home/igor/.config/t3-steward/backlog-v2-drop/bench-haiku-E6-go-huyang-r2-20260912-121812.md
E6	go	huyang	3	bench haiku E6 go huyang r3	/home/igor/.config/t3-steward/backlog-v2-drop/bench-haiku-E6-go-huyang-r3-20260912-121813.md
E6	go	builtin	1	bench haiku E6 go builtin r1	/home/igor/.config/t3-steward/backlog-v2-drop/bench-haiku-E6-go-builtin-r1-20260912-121815.md
E6	go	builtin	2	bench haiku E6 go builtin r2	/home/igor/.config/t3-steward/backlog-v2-drop/bench-haiku-E6-go-builtin-r2-20260912-121816.md
E6	go	builtin	3	bench haiku E6 go builtin r3	/home/igor/.config/t3-steward/backlog-v2-drop/bench-haiku-E6-go-builtin-r3-20260912-121817.md
E6	go	bash	1	bench haiku E6 go bash r1	/home/igor/.config/t3-steward/backlog-v2-drop/bench-haiku-E6-go-bash-r1-20260912-121819.md
E6	go	bash	2	bench haiku E6 go bash r2	/home/igor/.config/t3-steward/backlog-v2-drop/bench-haiku-E6-go-bash-r2-20260912-121820.md
E6	go	bash	3	bench haiku E6 go bash r3	/home/igor/.config/t3-steward/backlog-v2-drop/bench-haiku-E6-go-bash-r3-20260912-121821.md
E7	go	huyang	1	bench haiku E7 go huyang r1	/home/igor/.config/t3-steward/backlog-v2-drop/bench-haiku-E7-go-huyang-r1-20260912-121822.md
E7	go	huyang	2	bench haiku E7 go huyang r2	/home/igor/.config/t3-steward/backlog-v2-drop/bench-haiku-E7-go-huyang-r2-20260912-121823.md
E7	go	huyang	3	bench haiku E7 go huyang r3	/home/igor/.config/t3-steward/backlog-v2-drop/bench-haiku-E7-go-huyang-r3-20260912-121825.md
E7	go	builtin	1	bench haiku E7 go builtin r1	/home/igor/.config/t3-steward/backlog-v2-drop/bench-haiku-E7-go-builtin-r1-20260912-121827.md
E7	go	builtin	2	bench haiku E7 go builtin r2	/home/igor/.config/t3-steward/backlog-v2-drop/bench-haiku-E7-go-builtin-r2-20260912-121828.md
E7	go	builtin	3	bench haiku E7 go builtin r3	/home/igor/.config/t3-steward/backlog-v2-drop/bench-haiku-E7-go-builtin-r3-20260912-121829.md
E7	go	bash	1	bench haiku E7 go bash r1	/home/igor/.config/t3-steward/backlog-v2-drop/bench-haiku-E7-go-bash-r1-20260912-121830.md
E7	go	bash	2	bench haiku E7 go bash r2	/home/igor/.config/t3-steward/backlog-v2-drop/bench-haiku-E7-go-bash-r2-20260912-121832.md
E7	go	bash	3	bench haiku E7 go bash r3	/home/igor/.config/t3-steward/backlog-v2-drop/bench-haiku-E7-go-bash-r3-20260912-121833.md
E8	go	huyang	1	bench haiku E8 go huyang r1	/home/igor/.config/t3-steward/backlog-v2-drop/bench-haiku-E8-go-huyang-r1-20260912-121834.md
E8	go	huyang	2	bench haiku E8 go huyang r2	/home/igor/.config/t3-steward/backlog-v2-drop/bench-haiku-E8-go-huyang-r2-20260912-121835.md
E8	go	huyang	3	bench haiku E8 go huyang r3	/home/igor/.config/t3-steward/backlog-v2-drop/bench-haiku-E8-go-huyang-r3-20260912-121837.md
E8	go	builtin	1	bench haiku E8 go builtin r1	/home/igor/.config/t3-steward/backlog-v2-drop/bench-haiku-E8-go-builtin-r1-20260912-121838.md
E8	go	builtin	2	bench haiku E8 go builtin r2	/home/igor/.config/t3-steward/backlog-v2-drop/bench-haiku-E8-go-builtin-r2-20260912-121839.md
E8	go	builtin	3	bench haiku E8 go builtin r3	/home/igor/.config/t3-steward/backlog-v2-drop/bench-haiku-E8-go-builtin-r3-20260912-121840.md
E8	go	bash	1	bench haiku E8 go bash r1	/home/igor/.config/t3-steward/backlog-v2-drop/bench-haiku-E8-go-bash-r1-20260912-121840.md
E8	go	bash	2	bench haiku E8 go bash r2	/home/igor/.config/t3-steward/backlog-v2-drop/bench-haiku-E8-go-bash-r2-20260912-121842.md
E8	go	bash	3	bench haiku E8 go bash r3	/home/igor/.config/t3-steward/backlog-v2-drop/bench-haiku-E8-go-bash-r3-20260912-121843.md
V1	go	huyang	1	bench haiku V1 go huyang r1	/home/igor/.config/t3-steward/backlog-v2-drop/bench-haiku-V1-go-huyang-r1-20260912-121844.md
V1	go	huyang	2	bench haiku V1 go huyang r2	/home/igor/.config/t3-steward/backlog-v2-drop/bench-haiku-V1-go-huyang-r2-20260912-121845.md
V1	go	huyang	3	bench haiku V1 go huyang r3	/home/igor/.config/t3-steward/backlog-v2-drop/bench-haiku-V1-go-huyang-r3-20260912-121846.md
V1	go	builtin	1	bench haiku V1 go builtin r1	/home/igor/.config/t3-steward/backlog-v2-drop/bench-haiku-V1-go-builtin-r1-20260912-121847.md
V1	go	builtin	2	bench haiku V1 go builtin r2	/home/igor/.config/t3-steward/backlog-v2-drop/bench-haiku-V1-go-builtin-r2-20260912-121848.md
V1	go	builtin	3	bench haiku V1 go builtin r3	/home/igor/.config/t3-steward/backlog-v2-drop/bench-haiku-V1-go-builtin-r3-20260912-121849.md
V1	go	bash	1	bench haiku V1 go bash r1	/home/igor/.config/t3-steward/backlog-v2-drop/bench-haiku-V1-go-bash-r1-20260912-121850.md
V1	go	bash	2	bench haiku V1 go bash r2	/home/igor/.config/t3-steward/backlog-v2-drop/bench-haiku-V1-go-bash-r2-20260912-121851.md
V1	go	bash	3	bench haiku V1 go bash r3	/home/igor/.config/t3-steward/backlog-v2-drop/bench-haiku-V1-go-bash-r3-20260912-121852.md
